Loci	Mean_rho	Median	L95	U95
65133	0.0021	0.00113	0.00013	0.00667
65134	0.00195	0.001	0.00013	0.00667
65135	0.00188	0.00113	0.00013	0.00667
65136	0.00196	0.00113	0.00013	0.00667
65137	0.00187	0.00113	0.00013	0.00667
65138	0.00172	0.00113	0.00013	0.00637
65139	0.0018	0.00113	0.00013	0.00637
65140	0.00198	0.00113	0.00013	0.00637
65141	0.00183	0.00113	0.00013	0.00637
65142	0.00168	0.00098	0.00013	0.00515
65143	0.00171	0.00098	0.00013	0.00515
65144	0.00167	0.00099	0.00013	0.00515
65145	0.00167	0.00101	0.00013	0.00515
65146	0.00177	0.00113	0.00013	0.00536
65147	0.00167	0.00099	0.00013	0.00637
65148	0.00172	0.00096	0.00013	0.00637
65149	0.00181	0.00107	0.00013	0.00637
65150	0.00181	0.00107	0.00013	0.00637
65151	0.00181	0.00107	0.00013	0.00637
65152	0.00181	0.00107	0.00013	0.00637
65153	0.00181	0.00107	0.00013	0.00637
65154	0.0018	0.00107	0.00013	0.00637
65155	0.0018	0.00107	0.00013	0.00637
65156	0.00189	0.00107	0.00013	0.00637
65157	0.00193	0.00107	0.00013	0.00958
65158	0.00187	0.00107	0.00013	0.00958
65159	0.00198	0.00113	0.00013	0.00958
65160	0.00184	0.00113	0.00013	0.00958
65161	0.00186	0.00113	0.00013	0.01035
65162	0.00185	0.00098	0.00013	0.01035
65163	0.00194	0.00098	0.00013	0.01035
65164	0.00216	0.00095	0.00013	0.01321
65165	0.00229	0.00114	0.00013	0.01321
65166	0.00282	0.00118	0.00013	0.01733
65167	0	0	0	0
65168	0	0	0	0
65169	0.00331	0.00127	0.00013	0.01826
65170	0	0	0	0
65171	0	0	0	0
65172	0	0	0	0
65173	0	0	0	0
65174	0	0	0	0
65175	0	0	0	0
65176	0	0	0	0
65177	0	0	0	0
65178	0	0	0	0
65179	0	0	0	0
65180	0	0	0	0
65181	0	0	0	0
65182	0	0	0	0
65183	0	0	0	0
65184	0	0	0	0
65185	0	0	0	0
65186	0	0	0	0
65187	0	0	0	0
65188	0	0	0	0
65189	0	0	0	0
65190	0	0	0	0
65191	0	0	0	0
65192	0	0	0	0
65193	0	0	0	0
65194	0	0	0	0
65195	0	0	0	0
65196	0	0	0	0
65197	0	0	0	0
65198	0	0	0	0
65199	0	0	0	0
65200	0	0	0	0
65201	0	0	0	0
65202	0	0	0	0
65203	0	0	0	0
65204	0	0	0	0
65205	0	0	0	0
65206	0	0	0	0
65207	0	0	0	0
65208	0	0	0	0
65209	0	0	0	0
65210	0	0	0	0
65211	0	0	0	0
65212	0	0	0	0
65213	0	0	0	0
65214	0	0	0	0
65215	0	0	0	0
65216	0	0	0	0
65217	0	0	0	0
65218	0	0	0	0
65219	0	0	0	0
65220	0	0	0	0
65221	0	0	0	0
65222	0	0	0	0
65223	0	0	0	0
65224	0	0	0	0
65225	0	0	0	0
65226	0	0	0	0
65227	0	0	0	0
65228	0	0	0	0
65229	0	0	0	0
65230	0	0	0	0
65231	0	0	0	0
65232	0	0	0	0
65233	0	0	0	0
65234	0	0	0	0
65235	0	0	0	0
65236	0	0	0	0
65237	0	0	0	0
65238	0	0	0	0
65239	0	0	0	0
65240	0	0	0	0
65241	0	0	0	0
65242	0	0	0	0
65243	0	0	0	0
65244	0	0	0	0
65245	0	0	0	0
65246	0	0	0	0
65247	0	0	0	0
65248	0	0	0	0
65249	0	0	0	0
65250	0	0	0	0
65251	0	0	0	0
65252	0	0	0	0
65253	0	0	0	0
65254	0	0	0	0
65255	0	0	0	0
65256	0	0	0	0
65257	0	0	0	0
65258	0	0	0	0
65259	0	0	0	0
65260	0	0	0	0
65261	0	0	0	0
65262	0.11134	0.00139	0.00014	1.87667
65263	0.26623	0.00185	0.00014	2.49662
65264	0.44376	0.00296	0.00017	2.528
65265	0.55477	0.00332	0.00017	2.56547
65266	0.63291	0.00416	0.00026	2.56547
65267	0.70432	0.02337	0.00032	2.56547
65268	0.7758	0.70845	0.00052	2.56547
65269	0.92164	0.93941	0.00074	2.64915
65270	1.03367	1.06268	8e-04	2.76232
65271	1.14918	1.16308	0.00166	2.98444
65272	1.19733	1.19784	0.00106	2.99893
65273	1.22044	1.20911	0.00106	2.99893
65274	1.22425	1.21651	0.00106	2.99893
65275	1.23713	1.22754	0.00106	2.99893
65276	1.2532	1.24742	0.00204	2.99893
65277	1.25597	1.24742	0.00209	2.99893
65278	1.26139	1.25021	0.00209	2.99893
65279	1.26204	1.25021	0.00085	2.99893
65280	1.26667	1.25048	0.00209	2.99893
65281	1.2666	1.25048	0.00139	2.99893
65282	1.25681	1.24742	0.00139	2.98444
65283	1.25809	1.24742	0.00139	2.98444
65284	1.24627	1.24234	0.00118	2.98444
65285	1.23521	1.22754	0.00118	2.98444
65286	1.22221	1.21651	0.00116	2.98444
65287	1.21775	1.20911	0.00116	2.98399
65288	1.21381	1.20516	0.00064	2.91635
65289	1.20474	1.20244	0.00122	2.91635
65290	1.20127	1.20244	0.00139	2.82984
65291	0	0	0	0
65292	0	0	0	0
65293	0	0	0	0
65294	0	0	0	0
65295	0	0	0	0
65296	0	0	0	0
65297	0	0	0	0
65298	0	0	0	0
65299	0	0	0	0
65300	0	0	0	0
65301	0	0	0	0
65302	0	0	0	0
65303	0	0	0	0
65304	0	0	0	0
65305	0	0	0	0
65306	0	0	0	0
65307	0	0	0	0
65308	0	0	0	0
65309	0	0	0	0
65310	0	0	0	0
65311	0	0	0	0
65312	0	0	0	0
65313	0	0	0	0
65314	0	0	0	0
65315	0	0	0	0
65316	0	0	0	0
65317	0	0	0	0
65318	0	0	0	0
65319	0	0	0	0
65320	0	0	0	0
65321	0	0	0	0
65322	0	0	0	0
65323	0	0	0	0
65324	0	0	0	0
65325	0	0	0	0
65326	0	0	0	0
65327	0	0	0	0
65328	0	0	0	0
65329	0	0	0	0
65330	0	0	0	0
65331	0	0	0	0
65332	0	0	0	0
65333	0	0	0	0
65334	0	0	0	0
65335	0	0	0	0
65336	0	0	0	0
65337	0	0	0	0
65338	0	0	0	0
65339	0	0	0	0
65340	0	0	0	0
65341	0	0	0	0
65342	0	0	0	0
65343	0	0	0	0
65344	0	0	0	0
65345	0	0	0	0
65346	0	0	0	0
65347	0	0	0	0
65348	0	0	0	0
65349	0	0	0	0
65350	0	0	0	0
65351	0	0	0	0
65352	0	0	0	0
65353	0	0	0	0
65354	0	0	0	0
65355	0	0	0	0
65356	0	0	0	0
65357	0	0	0	0
65358	0	0	0	0
65359	0	0	0	0
65360	0	0	0	0
65361	0	0	0	0
65362	0	0	0	0
65363	0	0	0	0
65364	0	0	0	0
65365	0	0	0	0
65366	0	0	0	0
65367	0	0	0	0
65368	0	0	0	0
65369	0	0	0	0
65370	1.19345	1.19503	0.00067	2.82984
65371	0	0	0	0
65372	1.18405	1.17965	7e-04	2.82984
65373	1.18495	1.184	0.00066	2.82984
65374	0	0	0	0
65375	0	0	0	0
65376	0	0	0	0
65377	0	0	0	0
65378	0	0	0	0
65379	0	0	0	0
65380	0	0	0	0
65381	0	0	0	0
65382	0	0	0	0
65383	0	0	0	0
65384	0	0	0	0
65385	1.1747	1.17965	0.00194	2.76232
65386	1.17443	1.17965	0.00194	2.76232
65387	1.17454	1.17965	0.00244	2.76232
65388	1.17432	1.17715	0.00291	2.76232
65389	1.17434	1.17715	0.00291	2.76232
65390	1.16874	1.17302	0.0015	2.76232
65391	1.16873	1.17302	0.00128	2.76232
65392	1.17169	1.17715	0.00128	2.76232
65393	0	0	0	0
65394	1.16933	1.17715	0.00098	2.82984
65395	1.16942	1.17715	0.00051	2.82984
65396	1.16957	1.17715	0.00098	2.82984
65397	1.16869	1.17715	0.00271	2.82984
65398	1.16821	1.17715	0.00271	2.82984
65399	1.16839	1.17715	0.00305	2.82984
65400	1.16793	1.17715	0.00121	2.82984
65401	1.16292	1.16811	0.00121	2.82984
65402	1.16405	1.16811	0.00121	2.82984
65403	1.16678	1.17302	0.00121	2.82984
65404	1.16708	1.17302	0.00134	2.82984
65405	1.17241	1.17302	0.0012	2.8456
65406	0	0	0	0
65407	1.17241	1.17302	0.0012	2.8456
65408	1.16448	1.16811	0.00167	2.8456
65409	1.16424	1.16811	0.00139	2.8456
65410	1.17073	1.17302	0.00152	2.8456
65411	1.19388	1.18622	0.00139	2.91635
65412	1.1847	1.18622	0.00187	2.8456
65413	1.1841	1.18622	0.00184	2.8456
65414	1.18396	1.18622	0.00162	2.8456
65415	1.18393	1.18622	0.00151	2.8456
65416	1.18396	1.18622	0.00151	2.8456
65417	1.18421	1.18622	0.00252	2.8456
65418	1.18173	1.184	0.00223	2.8456
65419	1.18184	1.184	0.00234	2.8456
65420	1.18174	1.184	0.0021	2.8456
65421	1.18414	1.18622	0.0021	2.8456
65422	1.18258	1.17965	0.0021	2.8456
65423	1.18299	1.184	0.00059	2.8456
65424	1.18326	1.184	0.00139	2.8456
65425	1.18132	1.17965	0.00222	2.8456
65426	1.17707	1.17965	0.00213	2.8456
65427	1.177	1.17965	0.00139	2.8456
65428	1.17348	1.17715	0.00139	2.8456
65429	1.17354	1.17715	0.00167	2.8456
65430	1.16848	1.17302	0.00307	2.8456
65431	1.17911	1.17965	0.00288	2.91635
65432	1.18156	1.17965	0.00263	2.91635
65433	1.1854	1.18622	0.00264	2.91635
65434	1.16933	1.17965	0.00128	2.82984
65435	1.16985	1.17965	0.00278	2.82984
65436	1.156	1.17715	0.00109	2.76232
65437	1.15586	1.17715	0.00109	2.76232
65438	1.15265	1.17302	0.00063	2.76232
65439	1.14963	1.16811	0.00241	2.76232
65440	1.14966	1.16811	0.00241	2.76232
65441	1.03779	1.07805	2e-05	2.68201
65442	0.81411	0.77428	1e-05	2.36792
65443	0.21472	0.00015	1e-05	1.76799
65444	0.04862	9e-05	1e-05	1.0304
65445	0.00566	8e-05	1e-05	0.00373
65446	0.00062	8e-05	1e-05	0.00373
65447	0.00062	8e-05	1e-05	0.00373
65448	0.00062	8e-05	1e-05	0.00373
65449	0.00062	8e-05	1e-05	0.00373
65450	0.00056	8e-05	1e-05	0.00373
65451	4e-04	8e-05	1e-05	0.00309
65452	0.00025	8e-05	1e-05	0.00127
65453	0.00057	8e-05	1e-05	0.00403
65454	0.00079	8e-05	1e-05	0.00624
65455	0	0	0	0
65456	4e-04	8e-05	1e-05	0.00397
65457	0	0	0	0
65458	0	0	0	0
65459	0.00043	8e-05	1e-05	0.00397
65460	0.00071	8e-05	1e-05	0.00339
65461	0	0	0	0
65462	0.00043	8e-05	1e-05	0.00201
65463	0	0	0	0
65464	0.00043	8e-05	1e-05	0.00201
65465	0	0	0	0
65466	0	0	0	0
65467	0	0	0	0
65468	0	0	0	0
65469	0	0	0	0
65470	0	0	0	0
65471	0	0	0	0
65472	0	0	0	0
65473	0	0	0	0
65474	0	0	0	0
65475	0	0	0	0
65476	0	0	0	0
65477	0	0	0	0
65478	0	0	0	0
65479	0	0	0	0
65480	0	0	0	0
65481	0	0	0	0
65482	0	0	0	0
65483	0	0	0	0
65484	0	0	0	0
65485	0	0	0	0
65486	0	0	0	0
65487	0	0	0	0
65488	0	0	0	0
65489	0	0	0	0
65490	0	0	0	0
65491	0	0	0	0
65492	0	0	0	0
65493	0	0	0	0
65494	0	0	0	0
65495	0	0	0	0
65496	0	0	0	0
65497	0	0	0	0
65498	0	0	0	0
65499	0	0	0	0
65500	0	0	0	0
65501	0	0	0	0
65502	0	0	0	0
65503	0	0	0	0
65504	0	0	0	0
65505	0	0	0	0
65506	0	0	0	0
65507	0	0	0	0
65508	0	0	0	0
65509	0	0	0	0
65510	0	0	0	0
65511	0	0	0	0
65512	0	0	0	0
65513	0	0	0	0
65514	0	0	0	0
65515	0	0	0	0
65516	0	0	0	0
65517	0	0	0	0
65518	0	0	0	0
65519	0	0	0	0
65520	0	0	0	0
65521	0	0	0	0
65522	0	0	0	0
65523	0	0	0	0
65524	0	0	0	0
65525	0	0	0	0
65526	0	0	0	0
65527	0	0	0	0
65528	0	0	0	0
65529	0	0	0	0
65530	0	0	0	0
65531	0	0	0	0
65532	0	0	0	0
65533	0	0	0	0
65534	0	0	0	0
65535	0	0	0	0
65536	0	0	0	0
65537	0	0	0	0
65538	0	0	0	0
65539	0	0	0	0
65540	0	0	0	0
65541	0	0	0	0
65542	0	0	0	0
65543	0	0	0	0
65544	0	0	0	0
65545	0	0	0	0
65546	0.00041	8e-05	1e-05	0.00203
65547	0.00037	8e-05	1e-05	0.00201
65548	0.00012	5e-05	1e-05	0.00081
65549	0.00012	5e-05	1e-05	0.00081
65550	0.00015	5e-05	1e-05	0.00122
65551	0.00033	8e-05	1e-05	0.00161
65552	0.00038	8e-05	1e-05	0.00216
65553	0	0	0	0
65554	0.00038	8e-05	1e-05	0.00216
65555	0.00034	8e-05	1e-05	0.00216
65556	0.00034	8e-05	1e-05	0.00216
65557	0.00036	8e-05	1e-05	0.00216
65558	0.001	8e-05	1e-05	0.00785
65559	0.001	8e-05	1e-05	0.00785
65560	0	0	0	0
65561	0.00031	8e-05	1e-05	0.00242
65562	0	0	0	0
65563	0.00031	8e-05	1e-05	0.00242
65564	0.00033	8e-05	1e-05	0.00242
65565	0.00029	8e-05	1e-05	0.00242
65566	0.00031	8e-05	1e-05	0.00118
65567	0	0	0	0
65568	0.00043	8e-05	1e-05	0.00322
65569	0.00044	8e-05	1e-05	0.00329
65570	0.00041	8e-05	1e-05	0.00201
65571	0	0	0	0
65572	0	0	0	0
65573	0	0	0	0
65574	0	0	0	0
65575	0	0	0	0
65576	0	0	0	0
65577	0	0	0	0
65578	0	0	0	0
65579	0	0	0	0
65580	0	0	0	0
65581	0	0	0	0
65582	0	0	0	0
65583	0	0	0	0
65584	0	0	0	0
65585	0	0	0	0
65586	0	0	0	0
65587	0	0	0	0
65588	0	0	0	0
65589	0	0	0	0
65590	0	0	0	0
65591	0	0	0	0
65592	0	0	0	0
65593	0	0	0	0
65594	0	0	0	0
65595	0	0	0	0
65596	0	0	0	0
65597	0	0	0	0
65598	0	0	0	0
65599	0	0	0	0
65600	0	0	0	0
65601	0	0	0	0
65602	0	0	0	0
65603	0	0	0	0
65604	0	0	0	0
65605	0	0	0	0
65606	0	0	0	0
65607	0	0	0	0
65608	0	0	0	0
65609	0	0	0	0
65610	0	0	0	0
65611	0	0	0	0
65612	0	0	0	0
65613	0	0	0	0
65614	0	0	0	0
65615	0	0	0	0
65616	0	0	0	0
65617	0	0	0	0
65618	0	0	0	0
65619	0	0	0	0
65620	0	0	0	0
65621	0	0	0	0
65622	0	0	0	0
65623	0	0	0	0
65624	0	0	0	0
65625	0	0	0	0
65626	0	0	0	0
65627	0	0	0	0
65628	0	0	0	0
65629	0	0	0	0
65630	0	0	0	0
65631	0	0	0	0
65632	0	0	0	0
65633	0	0	0	0
65634	0	0	0	0
65635	0	0	0	0
65636	0	0	0	0
65637	0	0	0	0
65638	0	0	0	0
65639	0	0	0	0
65640	0	0	0	0
65641	0	0	0	0
65642	0	0	0	0
65643	0	0	0	0
65644	0	0	0	0
65645	0	0	0	0
65646	0	0	0	0
65647	0	0	0	0
65648	0	0	0	0
65649	0	0	0	0
65650	0	0	0	0
65651	0	0	0	0
65652	0	0	0	0
65653	0	0	0	0
65654	0	0	0	0
65655	0	0	0	0
65656	0	0	0	0
65657	0	0	0	0
65658	0	0	0	0
65659	0	0	0	0
65660	0	0	0	0
65661	0	0	0	0
65662	0	0	0	0
65663	0	0	0	0
65664	0	0	0	0
65665	0	0	0	0
65666	0	0	0	0
65667	0	0	0	0
65668	0	0	0	0
65669	0	0	0	0
65670	0	0	0	0
65671	0	0	0	0
65672	0	0	0	0
65673	0	0	0	0
65674	0	0	0	0
65675	0	0	0	0
65676	0	0	0	0
65677	0	0	0	0
65678	0	0	0	0
65679	0	0	0	0
65680	0	0	0	0
65681	0	0	0	0
65682	0	0	0	0
65683	0	0	0	0
65684	0	0	0	0
65685	0	0	0	0
65686	0	0	0	0
65687	0	0	0	0
65688	0	0	0	0
65689	0	0	0	0
65690	0	0	0	0
65691	0	0	0	0
65692	0	0	0	0
65693	0	0	0	0
65694	0	0	0	0
65695	0	0	0	0
65696	0.00042	8e-05	1e-05	0.00205
65697	0	0	0	0
65698	0	0	0	0
65699	0	0	0	0
65700	0	0	0	0
65701	0	0	0	0
65702	0.00041	8e-05	1e-05	0.00201
65703	0	0	0	0
65704	0	0	0	0
65705	0	0	0	0
65706	0.00041	8e-05	1e-05	0.00201
65707	0	0	0	0
65708	0	0	0	0
65709	0	0	0	0
65710	0	0	0	0
65711	0	0	0	0
65712	0	0	0	0
65713	0	0	0	0
65714	0	0	0	0
65715	0	0	0	0
65716	0	0	0	0
65717	0	0	0	0
65718	0	0	0	0
65719	0	0	0	0
65720	0	0	0	0
65721	0	0	0	0
65722	0	0	0	0
65723	0	0	0	0
65724	0	0	0	0
65725	0	0	0	0
65726	0	0	0	0
65727	0	0	0	0
65728	0	0	0	0
65729	0	0	0	0
65730	0.00041	8e-05	1e-05	0.00257
65731	0.00057	8e-05	1e-05	0.00448
65732	0	0	0	0
65733	0	0	0	0
65734	0	0	0	0
65735	0	0	0	0
65736	0	0	0	0
65737	0.00061	8e-05	1e-05	0.00347
65738	0.00048	8e-05	1e-05	0.00347
65739	0	0	0	0
65740	0	0	0	0
65741	0	0	0	0
65742	0.00063	8e-05	1e-05	0.00741
65743	0	0	0	0
65744	0.00068	8e-05	1e-05	0.00741
65745	0	0	0	0
65746	0.00025	8e-05	1e-05	0.0011
65747	0	0	0	0
65748	0	0	0	0
65749	0	0	0	0
65750	0	0	0	0
65751	0	0	0	0
65752	0	0	0	0
65753	0	0	0	0
65754	0	0	0	0
65755	0	0	0	0
65756	0	0	0	0
65757	0	0	0	0
65758	0	0	0	0
65759	0	0	0	0
65760	0	0	0	0
65761	0	0	0	0
65762	0	0	0	0
65763	0	0	0	0
65764	0	0	0	0
65765	0	0	0	0
65766	0	0	0	0
65767	0	0	0	0
65768	0	0	0	0
65769	0	0	0	0
65770	0	0	0	0
65771	0	0	0	0
65772	0	0	0	0
65773	0	0	0	0
65774	0	0	0	0
65775	0	0	0	0
65776	0	0	0	0
65777	0	0	0	0
65778	0	0	0	0
65779	0	0	0	0
65780	0	0	0	0
65781	0	0	0	0
65782	0	0	0	0
65783	0	0	0	0
65784	0	0	0	0
65785	0	0	0	0
65786	0	0	0	0
65787	0	0	0	0
65788	0	0	0	0
65789	0	0	0	0
65790	0	0	0	0
65791	0	0	0	0
65792	0	0	0	0
65793	0	0	0	0
65794	0	0	0	0
65795	0	0	0	0
65796	0	0	0	0
65797	0	0	0	0
65798	0	0	0	0
65799	0	0	0	0
65800	0	0	0	0
65801	0	0	0	0
65802	0	0	0	0
65803	0	0	0	0
65804	0	0	0	0
65805	0	0	0	0
65806	0	0	0	0
65807	0	0	0	0
65808	0	0	0	0
65809	0	0	0	0
65810	0	0	0	0
65811	0	0	0	0
65812	0	0	0	0
65813	0	0	0	0
65814	0	0	0	0
65815	0	0	0	0
65816	0	0	0	0
65817	0	0	0	0
65818	0	0	0	0
65819	0	0	0	0
65820	0	0	0	0
65821	0	0	0	0
65822	0	0	0	0
65823	0	0	0	0
65824	0	0	0	0
65825	0	0	0	0
65826	0	0	0	0
65827	0	0	0	0
65828	0	0	0	0
65829	0	0	0	0
65830	0	0	0	0
65831	0	0	0	0
65832	0	0	0	0
65833	0	0	0	0
65834	0	0	0	0
65835	0	0	0	0
65836	0	0	0	0
65837	0	0	0	0
65838	0	0	0	0
65839	0	0	0	0
65840	0	0	0	0
65841	0	0	0	0
65842	0	0	0	0
65843	0	0	0	0
65844	0	0	0	0
65845	0	0	0	0
65846	0	0	0	0
65847	0	0	0	0
65848	0	0	0	0
65849	0	0	0	0
65850	0	0	0	0
65851	0	0	0	0
65852	0	0	0	0
65853	0	0	0	0
65854	0	0	0	0
65855	0	0	0	0
65856	0	0	0	0
65857	0	0	0	0
65858	0	0	0	0
65859	0	0	0	0
65860	0	0	0	0
65861	0	0	0	0
65862	0	0	0	0
65863	0	0	0	0
65864	0	0	0	0
65865	0	0	0	0
65866	0	0	0	0
65867	0	0	0	0
65868	0	0	0	0
65869	0	0	0	0
65870	0	0	0	0
65871	0	0	0	0
65872	0	0	0	0
65873	0	0	0	0
65874	0	0	0	0
65875	0	0	0	0
65876	0	0	0	0
65877	0	0	0	0
65878	0	0	0	0
65879	0	0	0	0
65880	0	0	0	0
65881	0	0	0	0
65882	0	0	0	0
65883	0	0	0	0
65884	0	0	0	0
65885	0	0	0	0
65886	0	0	0	0
65887	0	0	0	0
65888	0	0	0	0
65889	0	0	0	0
65890	0	0	0	0
65891	0	0	0	0
65892	0	0	0	0
65893	0	0	0	0
65894	0	0	0	0
65895	0	0	0	0
65896	0	0	0	0
65897	0	0	0	0
65898	0	0	0	0
65899	0	0	0	0
65900	0	0	0	0
65901	0	0	0	0
65902	0	0	0	0
65903	0	0	0	0
65904	0	0	0	0
65905	0	0	0	0
65906	0	0	0	0
65907	0	0	0	0
65908	0	0	0	0
65909	0	0	0	0
65910	0	0	0	0
65911	0	0	0	0
65912	0	0	0	0
65913	0	0	0	0
65914	0	0	0	0
65915	0	0	0	0
65916	0	0	0	0
65917	0	0	0	0
65918	0	0	0	0
65919	0	0	0	0
65920	0	0	0	0
65921	0	0	0	0
65922	0	0	0	0
65923	0	0	0	0
65924	0	0	0	0
65925	0	0	0	0
65926	0	0	0	0
65927	0	0	0	0
65928	0	0	0	0
65929	0	0	0	0
65930	0	0	0	0
65931	0	0	0	0
65932	0	0	0	0
65933	0	0	0	0
65934	0	0	0	0
65935	0	0	0	0
65936	0	0	0	0
65937	0	0	0	0
65938	0	0	0	0
65939	0	0	0	0
65940	0	0	0	0
65941	0	0	0	0
65942	0	0	0	0
65943	0	0	0	0
65944	0	0	0	0
65945	0	0	0	0
65946	0	0	0	0
65947	0	0	0	0
65948	0	0	0	0
65949	0	0	0	0
65950	0	0	0	0
65951	0	0	0	0
65952	0	0	0	0
65953	0	0	0	0
65954	0	0	0	0
65955	0	0	0	0
65956	0	0	0	0
65957	0	0	0	0
65958	0	0	0	0
65959	0	0	0	0
65960	0	0	0	0
65961	0	0	0	0
65962	0	0	0	0
65963	0	0	0	0
65964	0	0	0	0
65965	0	0	0	0
65966	0	0	0	0
65967	0	0	0	0
65968	0	0	0	0
65969	0	0	0	0
65970	0	0	0	0
65971	0	0	0	0
65972	0	0	0	0
65973	0	0	0	0
65974	0	0	0	0
65975	0	0	0	0
65976	0	0	0	0
65977	0	0	0	0
65978	0.00019	8e-05	1e-05	0.00076
65979	0.00021	8e-05	1e-05	0.00127
65980	0.00023	8e-05	1e-05	0.00144
65981	0	0	0	0
65982	0.00023	8e-05	1e-05	0.00144
65983	0.00076	8e-05	1e-05	0.00522
65984	0	0	0	0
65985	0.00099	8e-05	1e-05	0.00574
65986	0.001	8e-05	1e-05	0.00574
65987	0.00089	8e-05	1e-05	0.00522
65988	0.00089	8e-05	1e-05	0.00714
65989	0.00062	8e-05	1e-05	0.00506
65990	0.00038	8e-05	1e-05	0.00378
65991	0.00088	8e-05	1e-05	0.00797
65992	0	0	0	0
65993	0	0	0	0
65994	0.00065	8e-05	1e-05	0.00421
65995	0	0	0	0
65996	0.00081	8e-05	1e-05	0.00456
65997	0	0	0	0
65998	5e-04	8e-05	1e-05	0.00371
65999	0	0	0	0
66000	0.00062	8e-05	1e-05	0.00371
66001	0	0	0	0
66002	7e-04	8e-05	1e-05	0.00371
66003	0.00068	8e-05	1e-05	0.00371
66004	0.00122	8e-05	1e-05	0.01038
66005	0.00093	8e-05	1e-05	0.00787
66006	0	0	0	0
66007	0.00095	8e-05	1e-05	0.00787
66008	0.00078	8e-05	1e-05	0.0073
66009	0.00052	8e-05	1e-05	0.00313
66010	0.00044	8e-05	1e-05	0.00221
66011	0.00044	8e-05	1e-05	0.00221
66012	0	0	0	0
66013	0.00056	8e-05	1e-05	0.00468
66014	0.00135	8e-05	1e-05	0.0095
66015	0.00054	8e-05	1e-05	0.00468
66016	0.00055	8e-05	1e-05	0.00468
66017	0.00064	8e-05	1e-05	0.00817
66018	0.00055	8e-05	1e-05	0.00817
66019	0.00066	8e-05	1e-05	0.00853
66020	0.00074	8e-05	1e-05	0.00889
66021	8e-04	8e-05	1e-05	0.00889
66022	0.00084	8e-05	1e-05	0.00889
66023	0.00091	8e-05	1e-05	0.00889
66024	0.00075	8e-05	1e-05	0.00889
66025	0	0	0	0
66026	0.00075	8e-05	1e-05	0.00889
66027	0.00154	8e-05	1e-05	0.0155
66028	0.00055	8e-05	1e-05	0.00581
66029	0.01503	9e-05	1e-05	0.01488
66030	0.25856	0.00342	1e-05	1.43002
66031	0.5263	0.48866	3e-05	1.63426
66032	0.61327	0.56752	6e-05	1.74049
66033	0.61565	0.56752	9e-05	1.74049
66034	0.58171	0.5452	9e-05	1.73892
66035	0.29561	0.00232	6e-05	1.61034
66036	0.15521	0.00112	6e-05	0.89674
66037	0.10755	0.00159	4e-05	0.70939
66038	0.1021	0.00232	6e-05	0.69804
66039	0.07671	0.00201	6e-05	0.64071
66040	0.05034	0.00166	6e-05	0.45545
66041	0.02836	0.00147	6e-05	0.32986
66042	0.02585	0.00142	6e-05	0.313
66043	0.01288	0.00133	6e-05	0.2106
66044	0.00458	0.00117	6e-05	0.01755
66045	0.00308	0.00093	6e-05	0.01488
66046	0.00178	0.00112	6e-05	0.01233
66047	0.00175	0.00112	6e-05	0.01096
66048	0.00147	0.00097	6e-05	0.00466
66049	0	0	0	0
66050	0.00149	0.00097	6e-05	0.00466
66051	0.00169	0.00112	6e-05	0.00726
66052	0.00129	0.00089	6e-05	0.00466
66053	0	0	0	0
66054	0	0	0	0
66055	0	0	0	0
66056	0	0	0	0
66057	0	0	0	0
66058	0	0	0	0
66059	0	0	0	0
66060	0.00131	0.00097	6e-05	0.00466
66061	0	0	0	0
66062	0	0	0	0
66063	0.0013	0.00097	6e-05	0.00466
66064	0.0013	0.00097	6e-05	0.00466
66065	0.00133	0.00099	6e-05	0.00466
66066	0.00133	0.00098	6e-05	0.00466
66067	0.00134	0.00099	6e-05	0.00466
66068	0	0	0	0
66069	0.00176	0.00111	6e-05	0.00537
66070	0.00176	0.00111	6e-05	0.00537
66071	0.00163	0.00106	6e-05	0.00466
66072	0.00132	0.00095	6e-05	0.00466
66073	0.00135	0.00111	6e-05	0.00466
66074	0.00145	0.00112	6e-05	0.00622
66075	0	0	0	0
66076	0.00167	0.00112	6e-05	0.0118
66077	0.00568	0.00112	6e-05	0.04157
66078	0.00149	0.00111	6e-05	0.00466
66079	0.00149	0.00111	6e-05	0.00466
66080	0.00149	0.00111	6e-05	0.00466
66081	0.00161	0.00112	6e-05	0.00466
66082	0.00156	0.00108	6e-05	0.00466
66083	0.00156	0.00108	6e-05	0.00466
66084	0.00157	0.0011	6e-05	0.00466
66085	0.00161	0.00112	6e-05	0.00466
66086	0	0	0	0
66087	0.00156	0.00112	6e-05	0.00466
66088	0.00154	0.00112	6e-05	0.00466
66089	0.00163	0.00112	6e-05	0.00466
66090	0.00136	0.00089	6e-05	0.00571
66091	0.00143	0.0011	6e-05	0.00571
66092	0.0014	0.0011	6e-05	0.00571
66093	0.00165	0.00112	6e-05	0.00571
66094	0.00188	0.00112	6e-05	0.0069
66095	0.00195	0.00112	6e-05	0.0069
66096	0.00182	0.00112	6e-05	0.00571
66097	0.00178	0.00112	6e-05	0.00571
66098	0.00141	0.00112	6e-05	0.00479
66099	0.00151	0.00112	6e-05	0.0043
66100	0.00145	0.00112	6e-05	0.0043
66101	0.00145	0.00112	6e-05	0.0043
66102	0.00166	0.00112	6e-05	0.00479
66103	0	0	0	0
66104	0.00177	0.00112	6e-05	0.00573
66105	0.00159	0.00112	6e-05	0.00573
